Column,stop_name,type,in_lines,location,identifier,coordinate location,previous_in_lines,stop_description
1392,Petershagen Nord,s-bahn,{'100'},"52.5291,13.791",Q7178217,,['KBS 100']+ {'100'}+ {'100'},
1393,Petunienweg,bus,{'57'},"52.429997827472505, 13.493004775802081",,,,
1394,Petzoldtweg,bus,"{'63', '5'}","52.5375617119396, 13.187393956853002",,,['5']+ {'5'}+ {'5'},
1395,Pfahlerstrasse,bus,{'62'},"52.57248493499538, 13.331068360542812",,,,
1396,Pfaueninsel,bus,{'66'},"52.42840863181552, 13.123533094339065",,,{'6'},
1397,Pfaueninselchaussee,bus,"{'66', '18', '6'}","52.418854030922695, 13.153074716476008",,,"['6', '18']+ {'18', '6', '66'}+ {'6', '18'}",
1398,Pfirsichweg,bus,"{'34', '35'}","52.49032172853833, 13.180309771847607",,,,
1399,Pflegeheim,bus,{'63'},"52.56399684261606, 13.161612636389473",,,['63']+ {'63'}+ {'63'},
1400,Pflugstrasse,strassenbahn,{'11'},"52.53522475660425, 13.38087763100339",,,"{'11', '18'}",
1401,Pflügerstrasse,bus,{'29'},"52.48989133094317, 13.43393722834772",,,,
1402,Philharmonie,bus,{'83'},"52.51017775264524, 13.371497289287014",,,{'83'}+ {'83'},
1403,Pichelsdorfer Strasse,bus,{'97'} ; {'35'},"52.51308935925665, 13.196830505914535 ; 52.52796527013991, 13.195278431613312",,,"{'97', '92'}+ {'35'}+ {'97', '92'}+ {'94'}+ {'35'}",
1404,Pichelswerder,bus,{'94'},"52.51061581127144, 13.208766591094403",,,"['94']+ {'92'}+ {'92', '94'}",
1405,Pichelswerderstrasse,bus,{'56'},"52.53192615135921, 13.213107816914025",,,['56']+ {'56'}+ {'56'},
1406,Pichelsdorfer Strasse,bus,{'94'},"52.513090562156265, 13.196785879976623",,,,
1408,Pilatusweg,bus,"{'7', '78', '76', '79'}","52.42974383666223, 13.392599289729345",,,"['79', '76E', '7']+ {'76', '79', '78', '76E', '7'}+ {'7', '76', '78'}",
1409,Pillnitzer Weg,bus,"{'92', '94'}","52.52156565716389, 13.155768729321167",,,,
1410,Pionierpark,strassenbahn,"{'19', '26', '85', '25', '21', '16', '82'}","52.45798013233545, 13.541980829050775",,,,
1411,Pionierstrasse,bus,{'63'},"52.551529603690966, 13.185506987271339",,,['63']+ {'63'}+ {'63'},
1412,Pirnaer Strasse,bus,{'57'},"52.41191445555408, 13.483723555124735",,,,
1413,Planetenstrasse,bus,{'95'},"52.46858018458293, 13.467275514449154",,,['95']+ {'95'},
1414,Platanenstrasse,strassenbahn,{'22'},"52.583830874179725, 13.391018053427205",,,['22']+ {'22'}+ {'22'},
1415,Platz am Wilden Eber,bus,{'10'},"52.47079305169462, 13.289576805975216",,,,
1416,Platz der Luftbrücke,bus,"{'24', '19'}","52.48500811314645, 13.385984513056924",,,"['24', '19', '96', '4']+ {'96', '4', '19'}, {'24'}+ {'4', '96E', '96', '19'}",
1417,Platz der Luftbrücke,u-bahn,{'6'},"52.485555555556,13.385833333333",Q553146,,['6']+ {'6'}+ {'6'},
1418,Platz der Republik,bus,"{'83', '69'}","52.517826874349595, 13.370838419623745",,,,
1419,Platz des 4. Juli,bus,"{'10', '53', '84'}","52.41849783398139, 13.289445729306651",,,,
1420,Plänterwald,s-bahn,"{'143', '115', '141', '140', '142', '110'}","52.4786,13.4733",Q7205917,,"['KBS 141', 'KBS 115', 'KBS 142', 'KBS 110', 'KBS 140']+ {'141', '140', '142', '143', '115', '110'}+ {'140', '115', '141', '143', '142', '110'}",
1421,Podbielskiallee,u-bahn,{'2'},"52.464444444444,13.296388888889",Q571324,,['2']+ {'2'}+ {'2'},
1422,Pol.-Direktion-West,bus,{'5'},"52.5282668775014, 13.228720545808944",,,,
1423,Polizei-Direktion-West,bus,"{'54', '35'}","52.52825354686328, 13.228709715247357",,,,
1424,Popitzweg,bus,{'23'},"52.53686426122655, 13.279482163183722",,,,
1425,Porschestrasse,bus,{'81'},"52.43710727426132, 13.375051995995138",,,,
1426,Postamt Uhlandstrasse,bus,{'60'},"52.48948220195065, 13.322794421120616",,,,
1427,Poststadion,bus,{'90'},"52.52995230474121, 13.362501420883438",,,{'90'}+ {'90'},
1428,Potsdamer Brücke,bus,"{'48', '83'}","52.50611785444253, 13.36844897032016",,,"['75', '29', '48']+ {'83', '48', '29'}",
1429,Potsdamer Chaussee,bus,{'3'},"52.43233855640377, 13.235689353082527",,,{'3'},
1430,Potsdamer Strasse,bus,{'79'} ; {'53'} ; {'24'} ; {'19'},"52.40549901902743, 13.414608773209004 ; 52.435501778851574, 13.258331487351562 ; 52.50308840758365, 13.365668117975192 ; 52.49782109167466, 13.362023445311474",,,,
1431,Predigergarten,bus,{'54'},"52.54522357390423, 13.20381543531237",,,{'54'}+ {'54'},
1432,Prenzlauer Allee,s-bahn,"{'141', '140', '143', '142'}","52.544775,13.426116",Q32661483,,"['KBS 141', 'KBS 140', 'KBS 142', 'KBS 143']+ {'141', '140', '143', '142'}+ {'143', '141', '142', '140'}",
1433,Prenzlauer Allee,strassenbahn,"{'63', '63E', '11', '108'} ; {'102', '4',  '21', '13'}","52.52702151127797, 13.415644211224935 ; 52.539178850458995, 13.424228356113515",,,,
1434,Prenzlauer Allee Ecke Wilhelm-Pieck-Strasse,strassenbahn,{'18'},"52.5274326,13.4161078",Q65226940,"52.5274326,13.4161078",,
1435,Prenzlauer Promenade,strassenbahn,"{'71', '72', '3', '113', '103'}","52.55155536618067, 13.43032253030515",,,,
1436,Prerower Platz,bus,"{'80', '107'}","52.56329925998196, 13.505198355271595",,,,
1437,Prerower Platz,strassenbahn,"{'72', '15', '70', '63', '113', '16', '28', '117', '63E'}","52.5636582,13.5063408",Q65502414,"52.5636582,13.5063408",,
1438,Prettauer Pfad,bus,"{'10', '84', '68', '85'}","52.42083391431024, 13.300624241557784",,,,
1439,Preußenallee,bus,{'94'},"52.508660519056406, 13.259314884478115",,,['94']+ {'94'},
1440,Preysingstrasse,bus,"{'32', '30'}","52.42458654829115, 13.356715225064972",,,"['30', '32']+ {'30', '32'}",
1441,Prierosser Strasse,bus,{'58'},"52.41885786352323, 13.497919838524856",,,,
1442,Priesterweg,s-bahn,{'2'},"52.4601,13.3563",Q800508,,"['KBS 153', 'KBS 152']+ {'152', '153'}+ {'2'}",
1443,Prinz-Heinrich-Strasse,bus,{'82'},"52.38667954512751, 13.39341017376637",,,,
1444,Prinzenallee,bus,"{'89', '61'}","52.55587000478383, 13.384264014550926",,,"['61', '89']+ {'89', '61'}+ {'89', '61'}",
1445,Prinzenstrasse,u-bahn,{'1'},"52.498333333333,13.406111111111",Q689797,,['1']+ {'1'}+ {'1'},
1446,Prinzregentenstrasse,bus,{'16'},"52.47871311104158, 13.332732932227938",,,,
1447,Pritstabelstrasse,strassenbahn,{'85'},"52.4304209,13.5839789",Q66371014,,{'83'}+ {'85'},
1448,Promenadenweg,bus,{'64'},"52.59085888255839, 13.319632448737442",,,,
1449,Pulsstrasse,bus,{'74'},"52.52424833087157, 13.285090170924843",,,['87']+ {'87'}+ {'87'},
1450,Putlitzstrasse,bus,{'71'},"52.53444793545329, 13.343378477824439",,,,
1451,Putlitzstrasse,u-bahn,{'9'},"52.536,13.344",Q465972,,{'9'}+ {'9'},
1452,Päwesiner Weg,bus,{'80'} ; {'92'},"52.533953243068595, 13.179277752320132 ; 52.526325319845824, 13.181860261117295",,,"['13']+ ['80', '31']+ {'13'}+ {'31'}+ {'80'}",
1453,Pücklerstrasse,bus,{'50'},"52.468589559962545, 13.278355407663572",,,,
1454,Quantzstrasse,bus,{'3'},"52.42314483982805, 13.202180988855286",,,,
1455,Quarzweg,bus,"{'79', '52'}","52.41825982253402, 13.416965809477466",,,"['52']+ {'52', '78', '79'}+ {'52'}",
1456,Quellweg,bus,{'10'},"52.536697772409674, 13.267854074442013",,,"['23', '55']+ {'23', '55'}+ {'55', '23'}",
1457,Quickborner Strasse,bus,{'21'},"52.602825568968974, 13.367878188297137",,,,
1458,Quickborner Strasse Märkisches Viertel,bus,{'21'},"52.60613532879739, 13.364225445968884",,,{'21'}+ {'21'},
1459,Quitzowstrasse,bus,"{'71', '72', '70', '90', '16'}","52.53587059097553, 13.35646430468571",,,,
1460,Quäckerstrasse,bus,{'61'},"52.572098668670186, 13.307990313107288",,,{'61'},
1461,RFT-Werk,strassenbahn,{'85'},"52.436333488813574, 13.582428612664765",,,{'83'}+ {'85'},
1462,Raabestrasse,bus,"{'78', '76'}","52.40983567019471, 13.403812649877562",,,"['76E', '79']+ {'76E'}+ {'78'}",
1463,Ragniter Allee,bus,{'94'},"52.507124190253066, 13.235124270614715",,,,
1464,Rahnsdorf,s-bahn,{'105'},"52.4516372,13.6899776",Q800489,,['KBS 105']+ {'105'}+ {'105'},
1465,Rahnsdorf,strassenbahn,"{'25', '124'}","52.443531694444445,13.685038",Q66361311,"52.443531694444445,13.685038",,
1466,Rahnsdorfer Strasse,strassenbahn,{'83'},"52.498517, 13.613101",Q66364532,,"{'S-Bhf. Friedrichshagen <> Rüdersdorf', '83'}+ {'S-Bhf. Friedrichshagen <> Rüdersdorf', '83'}",
1467,Rallenweg,bus,{'27'},"52.59630086275722, 13.219262001514577",,,['14E']+ {'14E'}+ {'14E'},
1468,Ramlerstrasse,bus,{'71'} ; {'64'},"52.54714765523001, 13.389161018190396 ; 52.547413926819445, 13.39422788313936",,,,
1469,Rankestrasse,bus,{'69'},"52.50048562856348, 13.331711061939478",,,,
1470,Raschdorffstrasse,bus,"{'22', '72'}","52.570297370002294, 13.369965697982805",,,,
1471,Rathaus Lankwitz,bus,"{'81', '2', '32', '87'}","52.438619154212184, 13.343972903473205",,,,
1472,Rathaus Lichtenberg,strassenbahn,"{'3', '19', '29'}","52.5156658,13.4788562",Q65948511,"52.5156658,13.4788562",,
1473,Rathaus Neukölln,u-bahn,{'7'},"52.481666666667,13.434166666667",Q628770,,['7']+ {'7'}+ {'7'},
1474,Rathaus Schmargendorf,bus,{'60'},"52.47740024699706, 13.287874347818141",,,['60']+ {'60'}+ {'60'},
1475,Rathaus Schöneberg,u-bahn,{'4'},"52.483116666667,13.341930555556",Q570926,,['4']+ {'4'}+ {'4'},
1476,Rathaus Spandau,u-bahn,{'7'},"52.535,13.200277777778",Q650704,"52.535,13.200277777778",,
1477,Rathaus Steglitz,u-bahn,{'9'},"52.456794,13.320901",Q28945859,,['9']+ {'9'}+ {'9'},
1478,Rathaus Tempelhof,bus,{'68'},"52.46300094221747, 13.385342238118488",,,{'68'}+ {'68'},
1479,Rathaus Tiergarten,bus,"{'72', '70'}","52.52649085974541, 13.338358982634196",,,"['24', '70']+ {'24', '72', '70'}+ {'70', '72', '24'}",
1480,Rathaus Wannsee,bus,"{'18', '6'}","52.418440129670444, 13.148872492834737",,,"['6', '18']+ {'18', '6', '66'}+ {'6', '18'}",
1481,Rathaus Wedding,bus,{'12'},"52.54764196087032, 13.356976014131277",,,,
1482,Rathauspromenade,bus,{'26'},"52.58737932086856, 13.329937972286631",,,,
1483,Rathauspromenande,bus,{'15'},"52.58736272814697, 13.32993097887763",,,,
1484,Rathausstrasse,bus,"{'76', '33'}","52.44527214884167, 13.379479183843182",,,,
1485,Rathenauplatz,bus,"{'19', '69', '4', '29', '10'}","52.49476692065044, 13.28558322563665",,,"['65', '10', '69']+ {'69', '10', '65'}+ {'69', '10', '65', '19'}",
1486,Rathenaustrasse,strassenbahn,"{'19', '26', '85', '25', '21', '16', '82'}","52.45839999273065, 13.526636078406641",,,,
1487,Rathenower Strasse,bus,"{'71'} ; {'72', '70'} ; {'24', '90'} ; {'79'}","52.535123165983215, 13.349695811683857 ; 52.53250643177864, 13.350573379636423 ; 52.523679747374125, 13.356923655811386 ; 52.41017897670146, 13.417801918600594",,,,
1488,Rathaus Lichtenberg,strassenbahn,{'12'},"52.5156658,13.4788562",Q65948511,"52.5156658,13.4788562",,
1489,Rathhaus Schmargendorf,bus,{'10'},"52.477205493211166, 13.2881611707075",,,,
1490,Rauchstrasse,bus,"{'31', '97'}","52.56158033427233, 13.208497165613881",,,"['55', '97', '56']+ {'97', '56', '55'}+ {'97', '56', '55'}",
1491,Rauthauspromenade,bus,{'21'},"52.58738466703303, 13.329962453849754",,,,
1492,Regattastrasse,strassenbahn,{'86'},"52.4205549,13.577895",Q66490577,,{'86'},
1493,Regattatribünen,strassenbahn,"{'124', '86'}","52.4114287,13.5880881",Q66490561,"52.4114287,13.5880881",,
1494,Reginhardstrasse,bus,"{'72', '61'}","52.55973623829915, 13.369825086746086",,,"['61', '16']+ {'61', '16'}+ {'61', '16'}",
1495,Reha-Zentrum,bus,{'10'},"52.423523598652054, 13.263166704415504",,,,
1496,Rehagener Strasse,bus,"{'75', '76', '82'}","52.384442173940755, 13.403232836905033",,,,
1497,Rehberge,u-bahn,{'6'},"52.5567,13.3412",Q253850,,['6']+ {'6'}+ {'6'},
1498,Reichenberger Strasse,bus,{'29'},"52.49557134376101, 13.430311244401647",,,,
1499,Reichpietschufer,bus,{'24'},"52.5030058767359, 13.374932552334597",,,,
1500,Reichssportfeldstrasse,bus,{'94'},"52.507517684394834, 13.242104839695287",,,"['94']+ {'92'}+ {'92', '94'}",
1501,Reichsstrasse,bus,{'54'},"52.523889003718295, 13.249291006923162",,,['54']+ {'54'}+ {'54'},
1502,Reichstag,bus,{'69'},"52.517799188341854, 13.375996413386812",,,['69']+ {'69'}+ {'69'},
1503,Reichstag/Südeingang,bus,{'69'},"52.517779963078155, 13.376069043898102",,,,
1504,Reichweindamm,bus,{'23'},"52.53950703523449, 13.302011453391811",,,,
1505,Reifenwerk,strassenbahn,"{'124', '86'}","52.38053763512856, 13.64225580282144",,,,
1506,Reifträgerweg,bus,{'53'},"52.433463143232515, 13.2144209099745",,,,
1507,Reiherallee,bus,{'13'},"52.602588331197694, 13.23881290794974",,,,
1508,Reinickendorfer Strasse,u-bahn,{'6'},"52.539911111111,13.370377777778",Q559249,,{'6'}+ {'6'},
1509,Rendtorffstrasse,bus,{'10'},"52.412162672419335, 13.266943669827265",,,,
1510,Rennbahn Mariendorf,bus,"{'7', '78', '76', '79'}","52.431525822228465, 13.391529971250717",,,"['79', '76E', '7']+ {'76', '79', '78', '76E', '7'}+ {'79', '7', '76', '78'}",
1512,Residenzstrasse,bus,{'72'},"52.55974318897885, 13.369908170289872",,,"['61', '8']+ ['16', '14']+ {'8', '61'}+ {'14', '16'}+ {'16'}+ {'8', '61'}+ {'14'}",
1513,Residenzstrasse,u-bahn,{'8'},"52.571111111111,13.360555555556",Q557513,"52.571111111111,13.360555555556",,
1515,Rhinstrasse,bus,{'79'} ; {'80'},"52.393754214638626, 13.39791679948739 ; 52.52597714848507, 13.519579490417696",,,,
1516,Rhinstrasse,strassenbahn,"{'5', '10', '12', '11', '110', '14', '103', '6'}","52.5357322,13.5181868",Q65621369,"52.5357322,13.5181868",,
1517,Rhinstrasse Ecke Allee der Kosmonauten,strassenbahn,"{'18', '18E'}","52.5259894,13.5186756",Q65683164,"52.5259894,13.5186756",,
1518,Rhumeweg,bus,{'53'},"52.43315589491471, 13.229712012991387",,,,
1519,Richard-Strauss-Strasse,bus,{'86'},"52.47995825860218, 13.271579513075046",,,,
1520,Richard-Tauber-Damm,bus,"{'7', '52'} ; {'32'}","52.4126495051524, 13.392757324583911 ; 52.420013598002875, 13.390608176137649",,,,
1521,Richard-Wagner-Platz,u-bahn,{'7'},"52.5175,13.306388888889",Q662201,,['7']+ {'7'}+ {'7'},
1522,Richardstrasse,bus,{'4'},"52.473738799851326, 13.440604875676343",,,,
1523,Richtershorn,strassenbahn,"{'124', '86'}","52.40105,13.6248473",Q66481215,"52.40105,13.6248473",,
1524,Riedemannweg,bus,{'23'},"52.54756772381859, 13.314609166711826",,,,
1525,Ringbahnstrasse,bus,{'73'} ; {'68'},"52.46859248619135, 13.385578869099668 ; 52.465501018705034, 13.394584314451935",,,,
1526,Ringslebenstrasse,bus,{'91'},"52.417492009222066, 13.438157249492027",,,{'91'}+ {'91'},
1527,Ringstrasse/Bäkestrasse,bus,{'85'},"52.43537620684811, 13.313322296100923",,,,
1528,Ringstrasse/Prühßstrasse,bus,{'76'},"52.44249903967969, 13.377813380157962",,,,
1529,Rittberg-Krankenhaus,bus,{'68'},"52.42987951650218, 13.288961460110901",,,['85']+ {'85'}+ {'85'},
1530,Ritterfelddamm,bus,"{'34', '35'}","52.45432178735955, 13.14434133041907",,,,
1531,Ritterstrasse,bus,{'28'},"52.501737014353246, 13.409233852229086",,,,
1532,Rixdorfer Strasse,bus,{'81'} ; {'33'},"52.44014019590414, 13.395261808653666 ; 52.444939668665626, 13.400070411593655",,,,
1533,Rodensteinstrasse,bus,{'13'},"52.51374898571217, 13.174835858832441",,,,
1534,Roedernallee,bus,"{'14', '26'}","52.593934045474114, 13.33331244424691",,,,
1535,Roelckestrasse,strassenbahn,"{'3'} ; {'20'}","52.55112114420164, 13.442654335995105 ; 52.56728621281798, 13.474636126059234",,,,
1536,Roennebergstrasse,bus,{'86'},"52.46736668645292, 13.330941517618246",,,,
1537,Rohlfsstrasse,bus,{'1'},"52.46172369604725, 13.304422727143107",,,,
1538,Rohrdamm,u-bahn,{'7'},"52.537222222222,13.2625",Q570911,,['7']+ {'7'}+ {'7'},
1539,Rohrdammbrücke,bus,{'10'},"52.529218392166925, 13.2683893431711",,,,
1540,Rohrweihstrasse,bus,{'27'},"52.59040403175795, 13.224337522478312",,,['14E']+ {'14E'}+ {'14E'},
1541,Rosa-Luxemburg-Platz,u-bahn,{'A'},"52.528333333333,13.410277777778",Q658790,,['A']+ {'A'}+ {'A'},
1542,Roseggerstrasse,strassenbahn,{'83'},"52.480299,13.600945",Q66368120,,{'83'}+ {'83'},
1543,Roseneck,bus,"{'86', '50'}","52.475832942010044, 13.282326941329416",,,,
1544,Rosenthal,strassenbahn,{'120'},"52.598664,13.3726652",Q65364041,"52.598664,13.3726652",,
1545,"Rosenthal, Quickborner Strasse",strassenbahn,{'22'},"52.59765777638598, 13.373845860063588",,,{'22'}+ {'22'},
1546,Rosenthaler Platz,strassenbahn,"{'49', '18', '11'}","52.5301769,13.4016121",Q65093945,,"['11', '49']+ {'18', '49', '11'}+ {'49', '11'}",
1547,Rosenthaler Strasse Ecke Bahnhofstrasse,strassenbahn,{'49'},"52.59633,13.432876",Q66192394,"52.59633,13.432876",,
1548,Rotkehlchenweg,bus,{'93'},"52.43981603216508, 13.45327705470863",,,,
1549,Rotkopfweg,bus,{'93'},"52.43907839109636, 13.409710181360772",,,{'93'}+ {'93'},
1550,Rotschwanzweg,bus,{'25'},"52.43469995893963, 13.454752263681845",,,,
1551,Rudolf-Mosse-Platz,bus,{'60'},"52.47540522726113, 13.303593938395746",,,{'60'},
1552,Rudolstädter Strasse,bus,{'50'},"52.48843691842731, 13.302136857136794",,,"{'50', '21'}+ {'21', '50'}",
1553,Rudow,u-bahn,{'7'},"52.415833333333,13.496111111111",Q660024,,['7']+ {'7'}+ {'7'},
1554,"Rudow, Kanalstrasse",bus,{'52'},"52.43060400684164, 13.497636433955124",,,,
1555,Rudower Chaussee,bus,{'23'},"52.42943744244677, 13.52950856960954",,,['23']+ {'23'}+ {'23'},
1556,Rudower Weg,bus,{'25'},"52.4354421033641, 13.45278308811151",,,,
1557,Rufacher Weg,bus,{'52'},"52.4208233364552, 13.427639328871948",,,,
1558,Ruhleben,u-bahn,{'1'},"52.525555555556,13.241388888889",Q656401,,['1']+ {'1'}+ {'1'},
1559,Ruhlebener Strasse,bus,"{'54', '97'}","52.5329192480849, 13.198407052546607",,,"{'97', '54'}+ {'97', '54'}",
1560,Rumeyplan,bus,"{'28', '84', '96'}","52.475462173853614, 13.377578442192313",,,,
1561,Rummelsburg,s-bahn,{'105'},"52.501244,13.478545",Q15107132,,['KBS 105']+ {'105'}+ {'105'},
1562,Ruppiner Chaussee,bus,"{'13', '20'}","52.597995329165755, 13.275044091392118",,,,
1563,Rustweg,bus,{'97'},"52.57550721040083, 13.211615375122067",,,,
1564,Ruthnerweg,bus,"{'53', '85'}","52.42450349037679, 13.301692380471582",,,,
1565,Ruthstrasse,bus,"{'96', '84'}","52.433749089862104, 13.34127946525336",,,,
1566,Röblingstrasse,bus,"{'25', '68', '76'} ; {'84', '96'}","52.456706080398746, 13.359348704639405 ; 52.449689395312426, 13.366809491459307",,,,
1567,Röblingstrasse/Friedhöfe,bus,{'76'},"52.45348968726713, 13.360956723852912",,,,
1568,Röntgental,s-bahn,{'141'},"52.6487,13.5136",Q801386,,['KBS 141']+ {'141'}+ {'141'},
1569,Rübezahl,bus,{'115'},"52.423959881229464, 13.629072209079647",,,{'27'}+ {'27'},
1570,Rübezahlweg,bus,{'66'},"52.42572113159633, 13.132374447532056",,,,
1571,Rüdesheimer Platz,u-bahn,{'2'},"52.473333333333,13.314444444444",Q167147,,['2']+ {'2'}+ {'2'},
1572,Rügener Strasse,bus,{'71'},"52.544731912706546, 13.390990892848999",,,,
1573,S-Bhf. Marzahn,strassenbahn,{'103'},"52.5424883,13.5419279",Q65600718,"52.5424883,13.5419279",,
1574,S-Bhf. Adlershof,bus,{'23'},"52.43542122666862, 13.541382770529728",,,['23']+ {'23'}+ {'23'},
1575,S-Bhf. Adlershof,strassenbahn,"{'84', '114'}","52.435251,13.5408489",Q66363728,"52.435251,13.5408489",,
1576,S-Bhf. Altglienicke,bus,{'23'},"52.40840519773821, 13.558816171743953",,,['23']+ {'23'}+ {'23'},
1577,S-Bhf. Anhalter Bahnhof,bus,"{'24', '29'}","52.50447930740312, 13.382332720418125",,,,
1578,S-Bhf. Bellevue,bus,{'16'},"52.52009880656925, 13.34717428282986",,,{'16'},
1579,S-Bhf. Biesdorf,bus,{'115'},"52.513432593832405, 13.555387279249894",,,"['92', '54']+ {'92E', '54', '92'}+ {'92', '54', '92E'}",
1580,S-Bhf. Botanischer Garten,bus,{'68'},"52.44730377812185, 13.308315944244818",,,,
1581,S-Bhf. Buckower Chaussee,bus,"{'7', '52'}","52.41109589500145, 13.382466497921738",,,"{'52', '7'}",
1582,S-Bhf. Charlottenburg,bus,"{'10', '9', '74', '62'}","52.50549964116403, 13.302998664982358",,,,
1583,S-Bhf. Erich-Thälmann-Park,strassenbahn,"{'28', '24', '113'}","52.5407234,13.4382904",Q65548932,"52.5407234,13.4382904",,
1584,S-Bhf. Feuerbachstrasse,bus,{'81'},"52.46385037171255, 13.332255352360685",,,,
1585,S-Bhf. Feuerbachstrasse,bus,"{'2', '76'}","52.46385037171255, 13.332255352360685",,,,
1586,S-Bhf. Friedrichsfelde Ost,strassenbahn,"{'17', '16', '19'}","52.5132315,13.5190209",Q65953648,"52.5132315,13.5190209",,
1587,S-Bhf. Friedrichshagen,strassenbahn,{'124'},"52.4576956,13.6266712",Q66499230,"52.4576956,13.6266712",,
1588,S-Bhf. Friedrichshagen,strassenbahn,"{'25', '84'}","52.4576956,13.6266712",Q66499230,,"['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf', '84', '25']+ {'S-Bhf. Friedrichshagen <> Rüdersdorf', '84', '25'}+ {'25', 'S-Bhf. Friedrichshagen <> Rüdersdorf', '84'}",
1589,S-Bhf. Frohnau,bus,"{'15', '12'}","52.63311782571585, 13.28947655939645",,,,
1590,S-Bhf. Grunewald,bus,"{'86', '69'}","52.488010147803465, 13.26315524644143",,,,
1591,S-Bhf. Grünau,strassenbahn,"{'124', '86'}","52.413493,13.5746802",Q62470512,"52.413493,13.5746802",,
1592,S-Bhf. Grünbergallee,bus,{'23'},"52.39982232817773, 13.540170966673278",,,"['23', '36']+ {'23', '36'}+ {'23', '36'}",
1593,S-Bhf. Hohenschönhausen,bus,"{'80', '107'}","52.5662592252796, 13.513090776284018",,,,
1594,S-Bhf. Hohenschönhausen,strassenbahn,{'15'},"52.56609665211337, 13.512742850352446",,,,
1595,S-Bhf. Humboldthain,bus,{'71'},"52.54474540227706, 13.378601077732926",,,{'90'},
1596,S-Bhf. Kaulsdorf,bus,"{'115', '116'}","52.512448306454054, 13.589582842781804",,,,
1597,S-Bhf. Köpenick,bus,"{'115', '69'}","52.45882190200453, 13.579564677172508",,,,
1598,S-Bhf. Köpenick,strassenbahn,"{'86', '83', '83E', '82'}","52.4582153,13.5790435",Q66370784,"52.4582153,13.5790435",,
1599,S-Bhf. Lehrter Stadtbahnhof,bus,{'83'},"52.52521129273995, 13.370685625373557",,,,
1600,S-Bhf. Leninallee,strassenbahn,"{'102', '72', '15', '18E', '17', '63', '63E', '108', '18', '11', '14', '6'}","52.5285197,13.4557902",Q65553332,"52.5285197,13.4557902",,
1601,S-Bhf. Lichtenrade,bus,"{'75', '82', '76', '79'}","52.386683297852706, 13.395506929836833",,,,
1602,S-Bhf. Lichterfelde-West,bus,"{'68', '11'}","52.44397675869793, 13.295628699942629",,,,
1603,S-Bhf. Mahlsdorf,bus,{'107'},"52.51234908870327, 13.61221793610957",,,,
1604,S-Bhf. Mahlsdorf,strassenbahn,{'83'},"52.51221826761895, 13.612190748726157",,,['83']+ {'83'}+ {'83'},
1605,S-Bhf. Mariendorf,bus,"{'96', '33'}","52.446757741789085, 13.360550212856184",,,"{'96E', '96', '33'}",
1606,S-Bhf. Marienfelde,bus,"{'79', '32'}","52.42342246533686, 13.374664175181172",,,"{'32', '77'}",
1607,S-Bhf. Marzahn,strassenbahn,"{'14', '12', '11', '6'}","52.5424883,13.5419279",Q65600718,"52.5424883,13.5419279",,
1608,S-Bhf. Mexico Platz,bus,{'53'},"52.43729020466846, 13.231899069241438",,,,
1609,S-Bhf. Mexikoplatz,bus,{'3'},"52.43728279524792, 13.231912346443599",,,,
1610,S-Bhf. Nikolassee,bus,"{'53', '18'}","52.43378197004219, 13.193152057415048",,,"{'53', '18'}",
