,stop_id,stop_description,type,in_lines,identifier,location,stop_name
453,1960454,Havelstrasse Ecke Am Juliusturm,bus,A13,,"52.539415684261826, 13.205940707326107",Havelstrasse
454,1960455,Havensteinstrasse Ecke Gallwitzallee,bus,A2,,"52.43193914217683, 13.346326964020843",Havensteinstrasse
455,1960456,Heckerdamm Ecke Kurt-Schumacher-Damm,bus,"A62,A21",,"52.53962816572025, 13.295048454368684",Heckerdamm
456,1960457,Heckmannufer,bus,A28,,"52.49706082077895, 13.44923941809119",Heckmannufer
457,1960458,Berlin Heerstraße station,s-bahn,"KBS 103,KBS 101",Q800502,"52.5086,13.2586",Heerstr.
458,1960459,Heidebergplan,bus,A31,,"52.541074133887626, 13.147338727333166",Heidebergplan
459,1960460,Heidelberger Platz,u-bahn,"B II,A II",Q21777872,"52.479808333333,13.313236111111",Heidelberger Platz
460,1960461,Heiligensee station,s-bahn,KBS 105,Q800475,"52.6247,13.2292",Heiligensee
461,1960462,Heiligenseestrasse Ecke Karolinenstraße ,bus,"A20,A14",,"52.59796193636089, 13.275098894138587",Heiligenseestrasse
462,1960463,"Heilstätten, Wittenau",bus,A62,,"52.58153387498222, 13.333850049151073","Heilst tten, Wittenau"
463,1960464,"Heinersdorf, Kirche",bus,"A55,A42",,"52.56826376476754, 13.440601903603064","Heinersdorf, Kirche"
464,1960465,Heinersdorf Kirche,strassenbahn,71,Q65096107,"52.5686908,13.4389053","Heinersdorf, Kirche"
465,1960466,Heinersdorf,strassenbahn,71,Q65096052,"52.5725511,13.4371063","Heinersdorf, Romain-Rolland-Str."
466,1960467,Heinrich-Mann-Platz,bus,A45,,"52.57297246262195, 13.392146133350426",Heinrich-Mann-Platz
467,1960468,Hennigsdorf station,s-bahn,KBS 105,Q800909,"52.638,13.2057",Hennigsdorf
468,1960469,Hennigsdorf station,s-bahn,KBS 105,Q800909,"52.638,13.2057",Hennigsdorf (b Bln)
469,1960470,Hermannplatz Ecke Sonnenallee,bus,A67,,"52.48778872855567, 13.425393480017616",Hermannplatz
470,1960471,Hermannplatz,strassenbahn,"2,95,26,47",,"52.487085572732276, 13.424752445258537",Hermannplatz
471,1960472,Hermannplatz,u-bahn,"D,C I",Q658929,"52.48629,13.42455",Hermannplatz
472,1960473,S-Bahnhof Hermannstraße,s-bahn,"KBS 100a,KBS 100",Q111263802,"52.4675,13.431111111111",Hermannstr.
473,1960474,Hermannstrasse,strassenbahn,"26,15",,"52.46476232618638, 13.432818109719008",Hermannstrasse
474,1960475,Berlin-Hermsdorf station,s-bahn,KBS 104,Q263189,"52.6178,13.3069",Hermsdorf
475,1960476,Hertzbergplatz,bus,A67,,"52.477487105395774, 13.448598156816837",Hertzbergplatz
476,1960477,Hertzbergplatz,strassenbahn,95,,"52.4773735457893, 13.448843811492495",Hertzbergplatz
477,1960478,"Hessenwinkel, Lindenstrasse",bus,A22,,"52.42653518647879, 13.728458969026482","Hessenwinkel, Lindenstrasse"
478,1960479,Hildburghauser Strasse Ecke Mariannenstrasse,bus,A11,,"52.416650746748985, 13.338144038711128",Hildburghauser Strasse
479,1960480,Hildegardstrasse,strassenbahn,44,,"52.48182290823898, 13.320379354651374",Hildegardstrasse
480,1960481,Hindenburgdamm Ecke Unter den Eichen,bus,A48,,"52.45352507850236, 13.315671490206539",Hindenburgdamm
481,1960482,Hindenburgdamm,strassenbahn,"78,77",,"52.44956203989038, 13.315244235516836",Hindenburgdamm
482,1960483,Berlin Hirschgarten station,s-bahn,KBS 102,Q4892435,"52.4579,13.6032",Hirschgarten
483,1960484,Hirschgarten,strassenbahn,"87,84",Q66360740,"52.4518533,13.6006245",Hirschgarten
484,1960485,Hobrechtstrasse,strassenbahn,"3,27",,"52.48856144710197, 13.426724565240065",Hobrechtstrasse
485,1960486,Hochgerichtstrasse Ecke Seegefelder Strasse,bus,"A5,A63",,"52.53838037062423, 13.183009198076522",Hochgerichtstrasse
486,1960487,Hochmeisterplatz,bus,A4,,"52.49468637986547, 13.301254684721862",Hochmeisterplatz
487,1960488,Treskowallee/HTW,strassenbahn,"69,69E",Q65952866,"52.4927681,13.5266059",Hochschule f r konomie
488,1960489,Hoeppnerstrasse Ecke Boelckestrasse,strassenbahn,95,,"52.472457936832924, 13.377907348111798",Hoeppnerstrasse
489,1960490,Hohefeldstrasse Ecke Burgfrauenstrasse,bus,A12S,,"52.626261954707644, 13.299373462820876",Hohefeldstrasse
490,1960491,Hohen Neuendorf station,s-bahn,KBS 104,Q4500489,"52.6684,13.287",Hohen-Neuendorf (b Bln)
491,1960492,"Hohenschönhausen, Falkenberger Strasse",bus,A39,,"52.550229554941964, 13.509585042301534","Hohensch nhausen, Falkenberger Strasse"
492,1960493,Gehrenseestraße,strassenbahn,"70,64",Q65555882,"52.5508672,13.5094994","Hohensch nhausen, Falkenberger Strasse"
493,1960494,Gehrenseestraße,strassenbahn,63,Q65555882,"52.5508672,13.5094994","Hohensch nhausen, Gartenstadt"
494,1960495,Hohenschönhauser Straße,strassenbahn,3,Q65553684,"52.5359329,13.4729468",Hohensch nhauser Strasse
495,1960496,Bahnhof Hohenschöpping,s-bahn,KBS 105,Q19274489,"52.67,13.1945",Hohenschöpping
496,1960497,Hohenstaufenplatz,bus,A67,,"52.49085480753271, 13.423419999335453",Hohenstaufenplatz
497,1960498,Hohenzollerndamm Ecke Teplitzer Strasse,bus,A50,,"52.476835205459196, 13.28097752710442",Hohenzollerndamm
498,1960499,Berlin Hohenzollerndamm station,s-bahn,KBS 100,Q800503,"52.4885,13.3004",Hohenzollerndamm
499,1960500,Hohenzollernplatz,u-bahn,"B II,A II",Q571570,"52.493888888889,13.325",Hohenzollernplatz
500,1960501,Hohenzollernring Ecke Streitstrasse,bus,AS1,,"52.55569430282622, 13.207589665448262",Hohenzollernring
501,1960502,Holteistrasse,bus,O30,,"52.50859353995203, 13.466288145839554",Holteistrasse
502,1960503,Boxhagener Straße/Holteistraße,strassenbahn,13,Q65675805,"52.5088235,13.465969",Holteistrasse
503,1960504,Holzhauser Straße,u-bahn,"C II,C I",Q557566,"52.575833333333,13.296111111111",Holzhauser Str.
504,1960505,Hoppegarten (Mark) station,s-bahn,KBS 101,Q15197357,"52.5183,13.6734",Hoppegarten (Mark)
505,1960506,Hottengrund,bus,A35,,"52.44597765000425, 13.126251393745859",Hottengrund
506,1960507,Mahlsdorf-Süd,strassenbahn,83,Q66368466,"52.4741663,13.5991443",Hubertus
507,1960508,Hultschiner Damm Ecke Seestrasse,bus,A8,,"52.477084965622495, 13.600602959390953",Hultschiner Damme
508,1960509,Humannplatz,strassenbahn,70,Q65962652,"52.5493627,13.4213646",Humannplatz
509,1960510,Berlin Humboldthain station,s-bahn,"KBS 105,KBS 106,KBS 104",Q481276,"52.5451,13.3796",Humboldthain
510,1960511,Humboldtstrasse Ecke Ollenhauerstrasse,bus,A61,,"52.56929443788896, 13.32995611157798",Humboldtstrasse
511,1960512,Hundekehlestrasse Ecke Warnemünder Strasse,bus,A10,,"52.47548162130776, 13.290308772196097",Hundekehlestrasse
512,1960513,Ihnestrasse Ecke Garystrasse,bus,A11,,"52.44831039409289, 13.276355065531465",Ihnestrasse
513,1960514,Im Fischgrund,bus,A12S,,"52.62965843509205, 13.294335908368284",Im Fischgrund
514,1960515,Imbrosweg,strassenbahn,15,,"52.443541863050356, 13.398564688322455",Imbrosweg
515,1960516,Industriestrasse,strassenbahn,"26,15",,"52.455350229930445, 13.409794385645863",Industriestrasse
516,1960517,Innsbrucker Platz,bus,"A16,A48,A65,A4",,"52.478545508234895, 13.34405868604117",Innsbrucker Platz
517,1960518,S-Bahnhof Innsbrucker Platz,s-bahn,"KBS 100a,KBS 100",Q111263876,"52.4786,13.3439",Innsbrucker Platz
518,1960519,Innsbrucker Platz,strassenbahn,"66,74,73,88",,"52.47804266204959, 13.343446877940893",Innsbrucker Platz
519,1960520,Innsbrucker Platz metro station,u-bahn,B III,Q10275871,"52.4786,13.3439",Innsbrucker Platz (Hauptstr.)
520,1960521,U Naturkundemuseum,strassenbahn,"11,46E,1,46",Q65552697,"52.5304158,13.3827302",Invaliden- Ecke Chausseestrasse
521,1960522,U Naturkundemuseum,strassenbahn,"69,70",Q65552697,"52.5304158,13.3827302",Invalidenstrasse Ecke Chausseestrasse
522,1960523,"Jüdenstrasse, Molkenmarkt",strassenbahn,71,,"52.516142213164905, 13.410591792750504","J denstrasse, Mokenmarkt"
523,1960524,"Jüdenstrasse, Molkenmarkt",strassenbahn,"74,74E,72",,"52.516142213164905, 13.410591792750504","J denstrasse, Molkenmarkt"
524,1960525,Jänickestrasse Ecke Seehofstrasse,bus,A53,,"52.427213941734294, 13.271659447787256",J nickestrasse
525,1960526,Jacobystrasse,strassenbahn,64,,"52.520012454725794, 13.416252598118593",Jacobystrasse
526,1960527,S-Jannowitzbrücke station,s-bahn,"KBS 103,KBS 102,KBS 101",Q27955427,"52.514822222222,13.41795",Jannowitzbrücke
527,1960528,Jannowitzbrücke metro station,u-bahn,D,Q27955418,"52.515656,13.418185",Jannowitzbrücke
528,1960529,"Jerusalems-Kirche, Lindenstrasse",bus,A67,,"52.507080658279015, 13.398349137947935","Jerusalems-Kirche, Lindenstrasse"
529,1960530,Joachim-Friedrich-Strasse Ecke Kurfürstendamm,bus,"A66,A69,A29",,"52.49796465694724, 13.296270941417216",Joachim-Friedrich-Strasse
530,1960531,Joachimstaler Strasse,bus,"A60,A29,A66,A19,A69",,"52.50444348896255, 13.335628270538354",Joachimstaler Strasse
531,1960532,Joachimstrasse Ecke Schulzendorfer Strasse,bus,A38,,"52.40316589631168, 13.57664158970399",Joachimstrasse
532,1960533,Johannesstift,strassenbahn,54,,"52.56762416524039, 13.191782610265674",Johannesstift
533,1960534,Haeckelstraße,strassenbahn,"69,69E",Q66225573,"52.4402944,13.5052638","Johannisthal, Haeckelstrasse"
534,1960535,Johannisthaler Chaussee Ecke Königsheideweg,bus,A47,,"52.45136033294721, 13.488299619950027",Johannisthaler Chaussee
535,1960536,Johannisthaler Chaussee,strassenbahn,47,,"52.43434580082342, 13.469025837805159",Johannisthaler Chaussee
536,1960537,John-Foster-Dulles-Allee Ecke Spreeweg,bus,A24,,"52.517085214536316, 13.354609198247653",John-Foster-Dulles-Allee
537,1960538,S-Bahnhof Jungfernheide,s-bahn,"KBS 100,KBS 100d,KBS 103a,KBS 100c",Q110977325,"52.53035,13.299433333333",Jungfernheide
538,1960539,Körtingstrasse,strassenbahn,15,,"52.43481849058747, 13.378266822562516",K rtingstrasse
539,1960540,Küstriner Platz,bus,"O40,O30",,"52.51324778107561, 13.439333192026231",Küstriner Platz
540,1960541,Kaiser-Friedrich-Strasse,strassenbahn,60,,"52.50672109809353, 13.302260476022617",Kaiser-Friedrich-Strasse
541,1960542,Kaiser-Wilhelm-Platz,bus,"A48,A4",,"52.486329247981715, 13.35655627172785",Kaiser-Wilhelm-Platz
542,1960543,Kaiser-Wilhelm-Platz,strassenbahn,"74,73,88",,"52.486331659025346, 13.356584679052645",Kaiser-Wilhelm-Platz
543,1960544,Kaiser-Wilhelm-Strasse Ecke Grunewaldstrasse,bus,A68,,"52.45976946404443, 13.308246645893039",Kaiser-Wilhelm-Strasse
544,1960545,Kaiserdamm,u-bahn,"A I,B I",Q656409,"52.51,13.2822",Kaiserdamm (Messedamm)
545,1960546,Kaisereiche,bus,"A48,A25",,"52.46896806014468, 13.332614886077709",Kaisereiche
546,1960547,Kaisereiche,strassenbahn,"74,73,88",,"52.468942127334586, 13.332672961457298",Kaisereiche
547,1960548,Kaiserin-Augusta-Strasse Ecke Tempelhofer Damm,strassenbahn,"99,96,98",,"52.4593658645353, 13.384489423034925",Kaiserin-Augusta-Strasse
548,1960549,Kaiserstrasse,bus,A33,,"52.445569639174806, 13.385736727448023",Kaiserstrasse
549,1960550,Kaiserstrasse Ecke Mariendorfer Damm,strassenbahn,"99,98",,"52.44556344693812, 13.385808423835684",Kaiserstrasse
550,1960551,Kaiserstrasse/Ringstrasse,bus,A33,,"52.44449600134536, 13.372233806361567",Kaiserstrasse/Ringstrasse
551,1960552,Kanalstrasse Ecke Köpenicker Strasse,bus,A52,,"52.42383870085989, 13.514466425990765",Kanalstrasse
552,1960553,Kanststrasse Ecke Joachimsthaler Strasse,strassenbahn,76,,"52.505326149170315, 13.331542012085032",Kanststrasse Ecke Joachimsthaler Strasse
553,1960554,Kantstrasse Ecke Kaiser-Friedrich-Strasse,bus,A21,,"52.50678794910284, 13.302320269833038",Kantstrasse
554,1960555,Kantstrasse,strassenbahn,44,,"52.5066581876951, 13.306688471208883",Kantstrasse
555,1960556,Karl-Marx-Platz,strassenbahn,"26,47",,"52.47358382682129, 13.44070604138443",Karl-Marx-Platz
556,1960557,Karl-Marx-Straße,u-bahn,C I,Q519494,"52.476111111111,13.439166666667",Karl-Marx-Str.
557,1960558,S-Bahnhof Berlin Karlshorst,s-bahn,KBS 102,Q111327045,"52.4808,13.5258",Karlshorst
558,1960559,Karlshorster Strasse,strassenbahn,13,,"52.502334098187674, 13.475466875195085",Karlshorster Strasse
559,1960560,Karolinenstrasse Ecke Hermsdorfer Damm,bus,A20,,"52.59678679258494, 13.276661373436578",Karolinenstrasse
560,1960561,S-Bahnhof Berlin Karow,s-bahn,KBS 106,Q111324168,"52.615,13.4692",Karow
561,1960562,"Karow, Bahnhofstrasse Ecke Alt-Karow",bus,A42,,"52.60931228539711, 13.481265848599735","Karow, Bahnhofstrasse"
562,1960563,Kaserne Südtor,bus,A21,,"52.55685969560147, 13.3084342409763",Kaserne Südtor
563,1960564,"Kaserne, Südtor",bus,A62,,"52.55688433775636, 13.308474689835576","Kaserne, Südtor"
564,1960565,Katzbachstrasse Ecke Yorckstrasse,bus,A19,,"52.491584280543336, 13.376725460315825",Katzbachstrasse
565,1960566,Berlin-Kaulsdorf railway station,s-bahn,KBS 101,Q800478,"52.5121,13.5904",Kaulsdorf
566,1960567,"Kaulsdorf, Bausdorfstrasse",bus,A49,,"52.51256368150751, 13.601906818686038","Kaulsdorf, Bausdorfstrasse"
567,1960568,"Stralau, Kinderheim",bus,A82P,,"52.4898153097415, 13.481404230737937",Kinderheim
568,1960569,Kinderheim Ruhleben,bus,A31,,"52.52796709321304, 13.230713275419049",Kinderheim Ruhleben
569,1960570,Kirchstrasse Ecke Berliner Strasse,bus,A12,,"52.61485248170046, 13.317034418727145",Kirchstrasse
570,1960571,Kirschenallee,strassenbahn,"53,54",,"52.52037354122697, 13.267241546337495",Kirschenallee
571,1960572,Kladow,bus,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),,"52.45156751539905, 13.147837826277277",Kladow
572,1960573,Klausenerplatz,strassenbahn,60,,"52.519202008553854, 13.291867366490655",Klausenerplatz
573,1960574,Klein Ziethen,bus,AZ,,"52.379580499215606, 13.44656986522325",Klein Ziethen
574,1960575,Kleinbahn,strassenbahn,27,,"52.43807132314782, 13.434972230288995",Kleinbahn
575,1960576,Berliner Allee Ecke Bernkasteler Straße,strassenbahn,74E,,"52.55692922136002, 13.466986575595088",Klement-Gottwald-Allee
576,1960577,Klement-Gottwald-Allee Ecke Bernkasteler Strasse,bus,"A46,A45",,"52.556890194751446, 13.466997407258916",Klement-Gottwald-Allee Ecke Bernkasteler Strasse
577,1960578,Klement-Gottwald-Allee Ecke Bernkasteler Strasse,strassenbahn,"74,72",,"52.557020581568636, 13.466903185329526",Klement-Gottwald-Allee Ecke Bernkasteler Strasse
578,1960579,Klement-Gottwald-Allee/Lichtenberger Strasse,strassenbahn,3,,"52.55197851771295, 13.465492657377409",Klement-Gottwald-Allee/Lichtenberger Strasse
579,1960580,Blockdammweg,strassenbahn,13,Q66085182,"52.4842462,13.5104609","Klingenberg, Blockdammweg"
580,1960581,Klingsorstrasse Ecke Albrechtstrasse,bus,A33,,"52.45309021884074, 13.33121103955973",Klingsorstrasse
581,1960582,Klinkeplatz,bus,AS1,,"52.555551464661846, 13.198549783852652",Klinkeplatz
582,1960583,Klosterstraße station,u-bahn,"A I,A II",Q657893,"52.516111111111,13.412222222222",Klosterstr.
583,1960584,Klosterstrasse,bus,O30,,"52.51798604342281, 13.412126746747086",Klosterstrasse
584,1960585,Herzbergstraße/Industriegebiet,strassenbahn,"69,69E",Q65685127,"52.5265974,13.4897656",Klubhaus VEB Elektrokohle
585,1960586,Knesebeckstrasse Ecke Seehofstrasse,bus,A53,,"52.428912094809505, 13.267664971836647",Knesebeckstrasse
586,1960587,Kniprodestraße/Danziger Straße,strassenbahn,"13,69E,4",Q65707391,"52.5325286,13.4406868",Kniprodestrasse
587,1960588,Kniprodestrasse Ecke Ermländische Strasse,bus,A57,,"52.53412263578274, 13.444622763935293",Kniprodestrasse Ecke Erml ndische Strasse
588,1960589,KoblanckStrasse Ecke Am Großen Wannsee,bus,A51,,"52.426175417562064, 13.161460962278303",KoblanckStrasse
589,1960590,Kochstraße,u-bahn,"C II,C I",Q201849,"52.505897222222,13.390611111111",Kochstr.
590,1960591,Kohlhasenbrück,bus,A18,,"52.397602179732665, 13.143663292364124",Kohlhasenbr ck
591,1960592,"Kolonie ""Daheim""",bus,A7,,"52.59913791742047, 13.402821383403936","Kolonie ""Daheim"""
592,1960593,"Kolonie ""Land in Sonne"" Ecke Wartenberger Strasse",bus,A39,,"52.55462883361286, 13.511870302373488","Kolonie ""Land in Sonne"""
593,1960594,Kongreßhalle,bus,A69,,"52.51763253396976, 13.363196975404886",Kongre halle
594,1960595,Konstanzer Strasse Ecke Hohenzollerndamm,bus,A50,,"52.48857876641685, 13.308077083720315",Konstanzer Strasse
595,1960596,Konsum Wernsdorf,bus (Umlandlinie),Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),,"52.36448396303661, 13.698441127852544",Konsum Wernsdorf
596,1960597,Konsum Ziegenhals,bus (Umlandlinie),Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),,"52.353014165379946, 13.671672670712805",Konsum Ziegenhals
597,1960598,Kopenhagener Strasse & Klemkestrasse,bus,A14,,"52.574260461143574, 13.359154742049908",Kopenhagener Strasse
598,1960599,Kopenhagener Strasse,strassenbahn,35,,"52.57425957923555, 13.359163922630154",Kopenhagener Strasse
599,1960600,Klosterstrasse,bus,O30,,"52.51798604342281, 13.412126746747086",Kosterstrasse
600,1960601,Kottbusser Brücke,bus,A67,,"52.496030844936435, 13.420070402767054",Kottbusser Brücke
601,1960602,Schönleinstraße metro station,u-bahn,D,Q666868,"52.493055555556,13.421944444444",Kottbusser Damm (Schönleinstr.)
602,1960603,Kottbusser Tor station,u-bahn,"B II,D,B I",Q819768,"52.499166666667,13.418055555556",Kottbusser Tor
603,1960604,Krampnitzer Weg Ecke Sarkower Landstrasse,bus,A35,,"52.45227343259078, 13.13842230425098",Krampnitzer Weg
604,1960605,Krankenhaus Havelhöhe,bus,"A34,A35",,"52.462919334280684, 13.15899083159388",Krankenhaus Havelh he
605,1960606,Krankenhaus Heckeshorn,bus,A51,,"52.43498872792054, 13.161716693825408",Krankenhaus Heckeshorn
606,1960607,Krankenhaus Hohengatow,bus,"A34,A35",,"52.470449875602235, 13.169391604448148",Krankenhaus Hohengatow
607,1960608,Krankenhaus Moabit,bus,A70,,"52.52631363859675, 13.347762408358612",Krankenhaus Moabit
608,1960609,Krankenhaus Tegel-Süd,bus,A13,,"52.57573397877684, 13.278749331662",Krankenhaus Tegel-Süd
609,1960610,Krankenhaus Wannsee,bus,A51,,"52.43102764694952, 13.164964517227903",Krankenhaus Wannsee
610,1960611,Krankenhaus Neukölln,strassenbahn,47,,"52.43977054074335, 13.459359057866306",Krankenhause Neukölln
611,1960612,Kreuzbergstrasse Ecke Kreuzbergstrasse,bus,A28,,"52.48940663862394, 13.376689964763667",Kreuzbergstrasse
612,1960613,Kronprinzessinen Weg Ecke Potsdamer Chaussee,bus,A18,,"52.41994047416807, 13.17530094854083",Kronprinzessinen Weg
613,1960614,Krumme Lanke,bus,A53,,"52.44306722365605, 13.24053434190107",Krumme Lanke
614,1960615,Krumme Lanke metro station,u-bahn,"B II,A II",Q663945,"52.443333333333,13.241388888889",Krumme Lanke
615,1960616,Kurfürstendamm,strassenbahn,"3,44,60",,"52.500053170346966, 13.306918433906269",Kurfürstendamm
616,1960617,Kurfürstenstraße metro station,u-bahn,"B II,B I",Q690203,"52.5,13.361944444444",Kurfürstenstr.
617,1960618,Kurfürstenstrasse Ecke Ringstrasse,bus,A33,,"52.445643034300396, 13.36805209564975",Kurfürstenstrasse
618,1960619,Kurische Strasse,bus,A9,,"52.53541468899389, 13.439085794623837",Kurische Strasse
619,1960620,Kurt-Fischer-Platz,bus,A7,,"52.57973292845757, 13.398330728468228",Kurt-Fischer-Platz
620,1960621,Grabbeallee/Pastor-Niemöller-Platz,strassenbahn,"46E,22,46",Q65032974,"52.578668,13.3983016",Kurt-Fischer-Platz
621,1960622,"Kurt-Schumacher-Damm, Jakob-Kaiser-Platz",bus,A65,,"52.53691363313431, 13.29370181789795",Kurt-Schumacher-Damme
622,1960623,Kurt-Schumacher-Platz,bus,A21,,"52.563438249109005, 13.32713028618972",Kurt-Schumacher-Platz
623,1960624,Kurt-Schumacher-Platz,u-bahn,"C II,C I",Q555916,"52.563555555556,13.326572222222",Kurt-Schumacher-Platz
624,1960625,Köllnische Heide station,s-bahn,KBS 100a,Q800505,"52.4694,13.4675",Köllnische Heide
625,1960626,Köllnischer Platz,strassenbahn,"86,84",Q66363379,"52.4447189,13.5686225",Köllnischer Platz
626,1960627,Königin-Elisabeth-Strasse Ecke Spandauer Damm,bus,A65,,"52.51841060617521, 13.280216309480307",Königin-Elisabeth-Strasse
627,1960628,Königin-Elisabeth-Strasse,strassenbahn,"60,53,54",,"52.51841661774004, 13.280185271122395",Königin-Elisabeth-Strasse
628,1960629,Königs Wusterhausen station,s-bahn,KBS 103,Q178002,"52.2966,13.6311",Königs Wusterhausen
629,1960630,Königstor,bus,"O40,O30,A57,A9",,"52.52520269485428, 13.419834994127731",Königstor
630,1960631,Königstor,strassenbahn,"74,74E",,"52.52821600265539, 13.423869016265495",Königstor
631,1960632,Königstrasse Ecke Kronprinzessinnenweg,bus,A6,,"52.41987226002477, 13.175332944592043",Königstrasse
632,1960633,Königstrasse/Kronprinzessinnenweg,bus,A51,,"52.41989533124603, 13.17532169204708",Königstrasse/Kronprinzessinnenweg
633,1960634,Sterndamm/Königsheideweg,strassenbahn,"69,69E",Q66236157,"52.4467799,13.5066707",Königsweide
634,1960635,Berlin-Köpenick station,s-bahn,KBS 102,Q800479,"52.4586,13.5808",Köpenick
635,1960636,"Köpenick, Krankenhaus",bus,A27,,"52.43861200573594, 13.592411258792163","Köpenick, Krankenhaus"
636,1960637,Krankenhaus Köpenick/Südseite,strassenbahn,95,Q66091900,"52.4388396,13.5920763","Köpenick, Krankenhaus"
637,1960638,Köpenicker Landstrasse Ecke Baumschulenstrasse,strassenbahn,87,,"52.46913201072182, 13.491340045687773",Köpenicker Landstrasse Ecke Baumschulenstrasse
638,1960639,Köpenicker Strasse Ecke Neuköllner Strasse,bus,A52,,"52.417188859212956, 13.493835883883817",Köpenicker Strasse
639,1960640,Köpenicker Strasse,strassenbahn,"84,47",,"52.420483475304536, 13.538745338445915",Köpenicker Strasse
640,1960641,Köpenicker Strasse Ecke Adalbertstrasse,strassenbahn,11,,"52.50851870094253, 13.425367474591651",Köpenicker Strasse Ecke Adalbertstrasse
641,1960642,Köpenicker landstrasse Ecke Schnellstrasse,strassenbahn,95,,"52.464462017739535, 13.49806222885837",Köpenicker landstrasse
642,1960643,Landgericht,bus,A65,,"52.52698925988807, 13.297167647658592",Landgericht
643,1960644,Lange Strasse Ecke Lorenzstrasse,bus,A11,,"52.42401188883506, 13.333131159875414",Lange Strasse
644,1960645,Langhans Strasse Ecke Gustav-Adolf-Strasse,bus,A45,,"52.55362785776103, 13.434716400018274",Langhans Strasse Ecke Gustav-Adolf-Strasse
645,1960646,Lankwitz station,s-bahn,KBS 106,Q800481,"52.4386,13.3417",Lankwitz
646,1960647,"Lankwitz, Kirche",bus,"A32,A2",,"52.43629186979271, 13.345745387354132","Lankwitz, Kirche"
647,1960648,"Lankwitz, Kirche",strassenbahn,96,,"52.43629411008752, 13.34577793920493","Lankwitz, Kirche"
648,1960649,Lauenburger Platz,strassenbahn,88,,"52.46143498949673, 13.339359587543699",Lauenburger Platz
649,1960650,Lauterplatz,strassenbahn,"74,73",,"52.475528954378376, 13.340160154844037",Lauterplatz
650,1960651,Lehnitz station,s-bahn,KBS 104,Q4258498,"52.7411,13.2635",Lehnitz
651,1960652,Berlin Lehrter Stadtbahnhof,s-bahn,"KBS 103,KBS 102,KBS 101",Q821299,"52.5253,13.3694",Lehrter Stadtbahnhof
652,1960653,Leibnizstrasse Ecke Kurfürstendamm,bus,A69,,"52.500627503224926, 13.313055212502604",Leibnizstrasse
653,1960654,Leinestraße,u-bahn,D,Q668563,"52.472777777778,13.428333333333",Leinestr.
654,1960655,Leipziger Platz,strassenbahn,74,,"52.509702294625804, 13.37945987267241",Leipziger Platz
655,1960656,Berlin Landsberger Allee station,s-bahn,"KBS 100,KBS 103a,KBS 100b,KBS 100c",Q800507,"52.5295,13.4548",Leninallee
656,1960657,Landsberger Allee/Petersburger Straße,strassenbahn,"13,4",Q65553230,"52.5259343,13.4462368",Leninallee
657,1960658,Leninplatz,bus,O40,,"52.523238998562235, 13.433594583798834",Leninplatz
658,1960659,Platz der Vereinten Nationen,strassenbahn,"69,64,63,1",Q65553105,"52.5232658,13.4326457",Leninplatz
659,1960660,Lenzener Platz,bus,A64,,"52.54313288032456, 13.37637516456218",Lenzener Platz
660,1960661,LeonorenStrasse Ecke Siemensstrasse,bus,"A17,A32",,"52.444386837647556, 13.338876103590831",LeonorenStrasse
661,1960662,Leonorenstrasse Ecke Siemensstrasse,bus,A2,,"52.444367159567626, 13.338879863390057",Leonorenstrasse
662,1960663,Leopoldplatz metro station,u-bahn,"C II,C I",Q1960809,"52.5465,13.3591",Leopoldplatz
663,1960664,Lepsiusstrasse Ecke Grunewaldstrasse,bus,A68,,"52.45883023513571, 13.315599065479873",Lepsiusstrasse
664,1960665,Lerbacher Weg Ecke Gallwitzallee,bus,A2,,"52.42568078153998, 13.34761442595845",Lerbacher Weg
665,1960666,"Letteplatz, Strassenbahnhof",bus,A71,,"52.56410522486749, 13.371107480641978","Letteplatz, Strassenbahnhof"
666,1960667,Leuthingerweg Ecke Seegefelder Weg,bus,A63,,"52.54180680726089, 13.163727103711182",Leuthingerweg
667,1960668,Berlin-Lichtenberg station,s-bahn,KBS 101,Q634247,"52.5106,13.4964",Lichtenberg
668,1960669,Lichtenrade station,s-bahn,KBS 105,Q6543354,"52.3876,13.3963",Lichtenrade
669,1960670,"Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse",bus,AS2,,"52.38867479174066, 13.39433396909652","Lichtenrade, Blohmstrasse Ecke W nsdorfer Strasse"
670,1960671,"Lichtenrade, Goethestrasse Ecke Lichtenrader Damm",bus,AS2,,"52.40437993547595, 13.406198387437845","Lichtenrade, Goethestrasse"
671,1960672,Lichtenrader Damm Ecke Marienfelder Chaussee,bus,A52,,"52.41457407591286, 13.401100479114065",Lichtenrader Damm
672,1960673,S-Bahnhof Berlin Lichterfelde-Ost,s-bahn,KBS 106,Q111311299,"52.43,13.3289",Lichterfelde Ost
673,1960674,Lichterfelde Süd station,s-bahn,KBS 106,Q800482,"52.41,13.3086",Lichterfelde Süd
674,1960675,S-Bahnhof Berlin Lichterfelde West,s-bahn,KBS 104,Q111327103,"52.4433,13.2947",Lichterfelde West
675,1960676,Lindenberg,bus,AL,,"52.602597712625055, 13.5250306401055",Lindenberg
